onset	duration	trial_type	temperature	trial_id	reliabilityrun	patch	TE	onset_scr	rating
20.0208158493042	1	heat	48	1	0	2	45	2542.1	55
34.4566600322723	1	heat	48	2	0	2	45	3985.7	55
45.9391338825226	1	heat	48	3	0	2	45	5133.9	55
57.0019719600677	1	heat	48	4	0	2	45	6240.2	55
71.0168919563293	1	heat	48	5	0	2	45	7641.7	55
85.6626298427582	1	heat	48	6	0	2	45	9106.3	55
100.7289249897	1	heat	48	7	0	2	45	10612.9	55
113.262877941132	1	heat	48	8	0	2	45	11866.3	55
126.855839014053	1	heat	48	9	0	2	45	13225.6	55
140.240048885345	1	heat	48	10	0	2	45	14564.0	55
153.193826913834	1	heat	48	11	0	2	45	15859.4	55
165.307351827621	1	heat	48	12	0	2	45	17070.7	55
178.050930023193	1	heat	48	13	0	2	45	18345.1	55
192.276165962219	1	heat	48	14	0	2	45	19767.6	55
207.131968975067	1	heat	48	15	0	2	45	21253.2	55
220.93671298027	1	heat	48	16	0	2	45	22633.7	55
233.260453939438	1	heat	48	17	0	2	45	23866.0	55
246.434584856033	1	heat	48	18	0	2	45	25183.5	55
258.127068042755	1	heat	48	19	0	2	45	26352.7	55
269.399292945862	1	heat	48	20	0	2	45	27479.9	55
